date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,relative_humidity_2m_mean,wind_speed_10m_max,wind_gusts_10m_max,shortwave_radiation_sum
2024-01-19,11.2,6.9,9.0,9.0,4.2,4.8,4.8,0.0,10.0,90,13.0,24.1,2.77
2024-01-20,6.6,4.7,5.6,3.5,0.1,10.6,10.6,0.0,14.0,87,24.2,47.5,3.61
2024-01-21,6.3,2.7,4.6,1.5,-2.6,0.2,0.2,0.0,2.0,77,21.0,42.5,4.53
2024-01-22,2.0,-2.8,-0.6,-3.3,-8.9,0.0,0.0,0.0,0.0,54,23.0,47.5,8.41
2024-01-23,0.2,-5.4,-2.7,-6.6,-11.5,0.0,0.0,0.0,0.0,47,25.7,52.6,13.9
2024-01-24,4.0,-4.8,-0.9,-1.7,-9.8,0.0,0.0,0.0,0.0,49,18.1,39.2,14.53
2024-01-25,6.8,-3.5,1.0,2.6,-7.2,0.0,0.0,0.0,0.0,58,12.0,26.3,14.28
2024-01-26,7.8,-4.0,1.6,4.2,-8.1,0.0,0.0,0.0,0.0,61,9.9,23.0,11.19
2024-01-27,8.1,-2.7,2.2,4.1,-6.4,0.0,0.0,0.0,0.0,67,12.7,26.6,10.28
2024-01-28,10.1,-2.3,3.2,6.3,-5.9,0.0,0.0,0.0,0.0,62,13.0,29.9,14.91
2024-01-29,11.3,3.1,7.1,6.9,-0.2,2.0,2.0,0.0,6.0,65,14.2,32.0,7.66
2024-01-30,14.1,7.2,9.6,12.6,4.3,2.3,2.3,0.0,8.0,91,13.8,24.8,8.19
2024-01-31,18.0,9.0,11.7,18.6,7.7,3.8,3.8,0.0,12.0,92,8.9,20.9,8.23
2024-02-01,10.6,4.8,8.5,10.0,1.0,10.3,10.3,0.0,16.0,92,16.9,33.8,2.55
2024-02-02,6.7,3.1,4.7,2.9,-0.4,5.7,5.7,0.0,10.0,83,15.1,30.6,4.5
2024-02-03,6.4,3.7,4.8,3.1,0.3,10.7,10.7,0.0,14.0,90,14.2,29.2,2.93
2024-02-04,5.5,2.8,4.0,2.8,-2.3,14.6,14.6,0.0,9.0,91,22.3,41.8,2.14
2024-02-05,4.4,0.8,2.5,-1.1,-4.7,0.0,0.0,0.0,0.0,73,25.5,50.4,10.12
2024-02-06,2.3,0.5,1.3,-1.5,-3.6,6.4,0.7,3.99,17.0,82,11.2,23.4,2.64
2024-02-07,4.8,-1.3,2.3,1.0,-4.9,1.8,0.7,0.77,7.0,83,13.8,28.4,3.8
2024-02-08,7.6,-2.0,2.2,4.0,-5.6,0.0,0.0,0.0,0.0,72,11.6,27.4,15.1
2024-02-09,10.1,-1.6,3.8,6.9,-5.2,0.0,0.0,0.0,0.0,70,10.2,25.6,16.2
2024-02-10,14.6,0.3,6.4,11.7,-3.3,0.0,0.0,0.0,0.0,71,12.2,27.7,16.39
2024-02-11,15.1,3.5,8.5,12.5,0.3,0.0,0.0,0.0,0.0,69,18.3,32.8,16.51
2024-02-12,18.0,3.5,9.9,14.9,0.1,0.0,0.0,0.0,0.0,64,15.4,31.7,16.86
2024-02-13,21.0,7.8,13.5,19.0,4.8,0.2,0.2,0.0,2.0,69,17.3,36.7,14.76
2024-02-14,22.8,9.6,15.9,22.9,7.7,0.0,0.0,0.0,0.0,76,11.4,23.4,15.86
2024-02-15,13.8,4.4,8.1,12.3,0.3,7.6,7.6,0.0,12.0,85,25.3,50.4,2.44
2024-02-16,9.9,1.3,5.5,7.7,-1.6,0.0,0.0,0.0,0.0,67,14.5,26.3,16.65
2024-02-17,17.0,4.3,10.8,15.4,1.0,0.0,0.0,0.0,0.0,75,13.4,27.0,12.99
2024-02-18,25.6,12.1,18.2,24.8,10.3,0.1,0.1,0.0,1.0,73,20.0,40.0,14.39
2024-02-19,22.7,8.4,16.8,23.5,5.7,5.0,5.0,0.0,8.0,84,19.1,37.4,11.92
2024-02-20,11.9,8.3,9.6,9.6,5.5,1.1,1.1,0.0,4.0,84,14.3,28.8,4.05
2024-02-21,8.6,3.5,6.8,6.6,-0.8,29.0,29.0,0.0,22.0,91,19.8,37.4,2.8
2024-02-22,3.7,1.1,2.4,-0.9,-3.4,9.9,9.9,0.0,20.0,86,19.5,40.3,4.22
2024-02-23,3.2,0.2,1.8,-1.3,-4.5,1.7,1.7,0.0,8.0,77,19.6,40.0,5.96
2024-02-24,3.2,0.2,1.8,-1.4,-4.8,8.1,8.1,0.0,17.0,85,18.3,36.7,3.98
2024-02-25,3.8,-0.6,1.4,-0.5,-5.8,0.6,0.3,0.21,1.0,70,22.4,45.7,9.87
2024-02-26,8.3,1.6,4.5,4.3,-2.4,0.0,0.0,0.0,0.0,65,12.4,28.8,9.4
2024-02-27,9.3,1.5,4.9,5.9,-2.1,0.0,0.0,0.0,0.0,71,10.7,24.5,12.87
2024-02-28,6.6,2.6,5.1,4.4,-0.5,13.3,13.3,0.0,20.0,94,9.7,16.9,1.81
2024-02-29,6.4,4.0,5.2,3.1,0.1,17.1,17.1,0.0,18.0,89,23.4,46.1,3.47
2024-03-01,8.3,1.5,4.5,4.3,-1.7,0.0,0.0,0.0,0.0,67,18.0,37.1,11.97
2024-03-02,10.3,-2.7,3.4,7.4,-6.6,0.0,0.0,0.0,0.0,71,11.2,24.8,17.2
2024-03-03,14.1,-0.3,6.8,12.6,-4.0,0.0,0.0,0.0,0.0,71,17.6,34.6,19.41
2024-03-04,16.9,7.6,11.2,16.8,4.5,3.8,3.8,0.0,7.0,83,13.0,27.0,7.96
2024-03-05,14.4,8.5,10.6,11.5,5.3,8.1,8.1,0.0,16.0,93,20.6,41.4,5.73
2024-03-06,9.8,4.4,7.6,5.9,1.7,0.6,0.6,0.0,4.0,76,18.9,36.7,6.83
2024-03-07,12.6,0.4,6.5,10.2,-2.8,0.0,0.0,0.0,0.0,69,11.4,27.0,19.3
2024-03-08,12.0,3.2,7.6,8.5,-0.2,0.0,0.0,0.0,0.0,65,18.4,39.2,19.72
2024-03-09,13.2,0.9,7.1,12.1,-2.4,0.0,0.0,0.0,0.0,72,13.9,25.9,19.39
2024-03-10,13.9,4.0,8.5,11.3,0.6,0.0,0.0,0.0,0.0,76,18.4,38.2,20.39
2024-03-11,18.5,6.8,11.7,16.0,3.8,1.7,1.7,0.0,7.0,76,15.3,32.0,10.54
2024-03-12,18.0,4.1,11.6,15.5,1.1,0.2,0.2,0.0,1.0,71,21.2,43.6,19.24
2024-03-13,14.4,1.4,8.1,11.6,-1.7,0.0,0.0,0.0,0.0,70,15.3,32.8,19.63
2024-03-14,14.1,7.8,10.6,12.7,6.2,0.1,0.1,0.0,1.0,79,8.8,16.2,4.13
2024-03-15,18.5,5.8,11.8,17.6,3.9,0.0,0.0,0.0,0.0,85,17.5,37.1,18.1
2024-03-16,23.1,10.6,16.0,24.4,9.3,0.5,0.5,0.0,2.0,82,11.8,25.2,17.57
2024-03-17,16.2,8.4,13.0,15.5,5.1,0.2,0.2,0.0,1.0,81,20.3,41.0,5.38
2024-03-18,11.5,7.3,9.2,9.3,4.8,2.9,2.9,0.0,6.0,74,11.4,28.4,8.14
2024-03-19,17.5,5.6,11.2,14.9,3.5,0.0,0.0,0.0,0.0,72,18.9,39.6,21.17
2024-03-20,18.0,3.7,10.5,15.9,1.0,0.0,0.0,0.0,0.0,67,15.0,30.2,21.82
2024-03-21,21.1,5.4,13.1,19.4,2.9,0.0,0.0,0.0,0.0,64,19.4,35.3,20.6
2024-03-22,25.8,11.6,18.0,25.4,8.5,0.0,0.0,0.0,0.0,60,18.5,38.9,20.01
2024-03-23,26.9,16.9,20.0,28.5,16.7,5.2,5.2,0.0,8.0,76,11.3,27.4,11.45
2024-03-24,26.8,14.3,20.5,30.1,13.8,6.4,6.4,0.0,6.0,87,12.7,31.3,15.23
2024-03-25,25.8,11.4,16.5,28.0,7.2,2.1,2.1,0.0,8.0,83,26.7,52.2,14.14
2024-03-26,15.4,9.9,12.4,13.0,6.5,0.0,0.0,0.0,0.0,72,23.9,46.4,11.9
2024-03-27,18.4,8.6,13.1,16.5,5.8,1.7,1.7,0.0,1.0,78,19.7,41.8,16.79
2024-03-28,17.8,11.2,14.2,15.8,10.2,30.5,30.5,0.0,13.0,85,21.2,42.1,8.05
2024-03-29,26.2,11.7,19.0,26.1,10.4,0.0,0.0,0.0,0.0,68,19.1,40.0,22.09
2024-03-30,28.3,16.0,21.3,28.6,14.6,0.0,0.0,0.0,0.0,60,12.4,25.9,18.46
2024-03-31,20.9,13.2,16.1,21.4,12.5,0.8,0.8,0.0,2.0,83,16.3,37.1,11.02
2024-04-01,24.2,12.1,18.1,25.4,11.3,5.8,5.8,0.0,2.0,80,23.3,43.6,20.71
2024-04-02,26.5,16.2,20.7,29.9,15.6,33.4,33.4,0.0,16.0,86,17.2,36.0,12.13
2024-04-03,20.9,14.8,19.1,23.2,13.8,10.4,10.4,0.0,11.0,84,23.8,49.7,10.02
2024-04-04,17.0,11.9,14.0,14.9,9.8,3.9,3.9,0.0,9.0,66,10.8,22.3,8.45
2024-04-05,18.9,9.5,13.2,18.1,7.9,1.0,1.0,0.0,2.0,73,13.7,28.4,18.48
2024-04-06,16.7,11.3,13.3,15.4,10.2,7.4,7.4,0.0,12.0,85,13.4,29.5,7.8
2024-04-07,14.1,12.1,12.9,12.7,10.5,7.4,7.4,0.0,18.0,91,13.4,27.4,4.71
2024-04-08,14.9,10.9,12.9,13.8,9.7,8.5,8.5,0.0,16.0,92,12.9,27.7,4.66
2024-04-09,22.5,9.4,15.1,22.8,8.2,0.0,0.0,0.0,0.0,76,12.7,23.8,22.89
2024-04-10,19.4,11.2,14.9,18.9,9.7,0.0,0.0,0.0,0.0,77,21.0,40.7,18.19
2024-04-11,23.4,13.6,17.4,25.5,11.9,6.2,6.2,0.0,3.0,80,14.8,31.0,15.33
2024-04-12,22.4,14.7,17.7,24.8,14.4,7.8,7.8,0.0,11.0,89,11.5,24.5,11.46
2024-04-13,20.9,13.7,16.6,21.3,13.6,0.0,0.0,0.0,0.0,88,19.1,38.2,16.84
2024-04-14,26.5,14.9,19.6,28.9,13.9,10.4,10.4,0.0,10.0,88,19.3,35.6,12.36
2024-04-15,27.1,15.4,21.1,29.3,15.3,0.0,0.0,0.0,0.0,84,14.6,29.2,20.01
2024-04-16,26.2,15.9,20.0,29.9,16.0,14.1,14.1,0.0,6.0,88,17.3,33.5,14.99
2024-04-17,17.5,13.1,15.3,16.5,12.3,22.8,22.8,0.0,18.0,93,17.4,37.8,4.77
2024-04-18,22.6,9.0,15.4,23.4,7.5,0.0,0.0,0.0,0.0,74,16.1,29.2,24.43
2024-04-19,20.1,11.9,16.6,18.2,9.5,2.0,2.0,0.0,1.0,68,20.1,43.6,10.93
2024-04-20,23.4,16.5,19.6,23.0,16.8,10.6,10.6,0.0,5.0,80,20.3,42.5,14.89
2024-04-21,21.8,14.9,17.7,22.3,15.4,16.3,16.3,0.0,12.0,82,11.9,22.0,14.51
2024-04-22,19.9,14.6,16.4,19.5,14.2,5.4,5.4,0.0,7.0,84,15.1,30.2,10.52
2024-04-23,21.7,14.3,16.8,22.2,14.0,6.3,6.3,0.0,11.0,87,10.9,24.5,10.4
2024-04-24,24.1,14.2,19.1,25.6,14.5,0.0,0.0,0.0,0.0,61,14.8,27.0,24.61
2024-04-25,23.0,14.4,18.2,21.3,12.9,17.1,17.1,0.0,5.0,58,17.1,36.4,12.73
2024-04-26,23.5,14.4,17.8,25.8,13.9,2.6,2.6,0.0,3.0,85,15.5,32.4,16.94
2024-04-27,22.6,15.6,18.7,23.1,16.1,0.2,0.2,0.0,2.0,86,19.5,39.6,14.21
2024-04-28,24.4,17.0,20.3,26.9,16.2,5.9,5.9,0.0,8.0,87,20.0,39.6,13.31
2024-04-29,24.1,18.4,20.5,25.4,19.0,5.4,5.4,0.0,2.0,84,17.4,36.7,18.82
2024-04-30,18.5,12.9,15.4,19.2,11.8,23.2,23.2,0.0,19.0,90,18.8,40.7,3.97
2024-05-01,20.1,11.6,15.2,20.1,9.4,4.5,4.5,0.0,9.0,73,14.1,27.7,20.66
2024-05-02,21.0,9.4,15.9,21.5,7.8,0.0,0.0,0.0,0.0,72,13.8,26.3,19.36
2024-05-03,20.2,13.9,16.9,19.3,13.8,1.7,1.7,0.0,4.0,77,19.1,39.2,16.62
2024-05-04,19.9,13.5,16.8,20.5,11.9,5.6,5.6,0.0,17.0,85,16.3,32.8,8.9
2024-05-05,22.0,17.4,19.5,23.7,18.2,7.9,7.9,0.0,12.0,89,14.0,29.5,9.33
2024-05-06,25.6,17.9,21.2,26.3,19.2,0.7,0.7,0.0,7.0,75,12.6,27.7,18.7
2024-05-07,25.9,15.4,20.1,29.5,15.9,1.7,1.7,0.0,1.0,81,9.4,23.4,18.75
2024-05-08,23.8,14.1,18.7,23.9,13.4,0.0,0.0,0.0,0.0,73,15.1,32.8,25.26
2024-05-09,22.6,11.9,17.4,22.5,10.9,0.0,0.0,0.0,0.0,72,19.4,35.3,22.74
2024-05-10,27.6,13.6,21.0,29.2,12.2,0.0,0.0,0.0,0.0,66,13.8,28.1,25.46
2024-05-11,26.5,19.7,22.5,29.2,20.8,12.8,12.8,0.0,19.0,84,14.8,30.2,10.97
2024-05-12,21.4,13.4,18.6,24.3,12.3,2.5,2.5,0.0,8.0,78,15.0,29.2,10.65
2024-05-13,25.6,11.1,18.5,27.1,9.7,0.0,0.0,0.0,0.0,61,11.9,23.0,25.98
2024-05-14,25.7,11.9,19.0,27.2,10.2,0.0,0.0,0.0,0.0,59,12.8,26.6,26.81
2024-05-15,26.0,12.7,18.5,27.8,11.7,0.0,0.0,0.0,0.0,69,26.3,54.4,25.77
2024-05-16,25.1,9.8,17.9,24.7,8.0,0.0,0.0,0.0,0.0,60,14.0,26.3,27.42
2024-05-17,30.2,15.0,22.4,32.1,13.2,0.0,0.0,0.0,0.0,60,13.6,27.4,25.89
2024-05-18,29.1,18.1,23.1,31.9,19.0,0.0,0.0,0.0,0.0,73,18.4,36.4,26.03
2024-05-19,26.4,17.8,21.8,28.9,18.4,0.0,0.0,0.0,0.0,78,20.9,41.0,24.32
2024-05-20,27.6,19.2,22.8,31.1,20.5,0.0,0.0,0.0,0.0,82,15.7,32.8,18.49
2024-05-21,25.5,19.6,21.9,26.8,19.8,0.2,0.2,0.0,2.0,81,19.7,41.4,13.95
2024-05-22,24.7,18.2,20.9,26.3,19.2,0.0,0.0,0.0,0.0,77,12.5,28.8,14.4
2024-05-23,27.2,18.9,22.5,30.6,20.3,0.0,0.0,0.0,0.0,79,17.7,36.4,22.09
2024-05-24,28.7,19.6,23.6,33.3,21.9,0.0,0.0,0.0,0.0,82,18.7,36.4,24.18
2024-05-25,29.5,21.0,24.8,33.1,23.0,0.1,0.1,0.0,1.0,82,18.0,37.1,19.9
2024-05-26,32.8,23.0,26.4,38.4,26.0,23.9,23.9,0.0,8.0,82,14.3,35.3,20.49
2024-05-27,23.1,16.5,20.5,27.4,14.7,11.8,11.8,0.0,12.0,91,22.4,43.6,4.1
2024-05-28,26.2,15.4,20.3,26.4,14.8,0.0,0.0,0.0,0.0,67,14.5,30.2,27.3
2024-05-29,24.3,13.4,19.5,24.7,12.9,0.0,0.0,0.0,0.0,69,21.0,41.4,25.71
2024-05-30,27.5,17.2,21.5,30.2,18.1,4.3,4.3,0.0,9.0,81,13.4,27.7,14.54
2024-05-31,21.6,18.9,20.1,24.3,21.2,23.9,23.9,0.0,18.0,92,10.3,22.0,4.58
2024-06-01,23.0,17.5,20.2,25.2,19.3,0.2,0.2,0.0,1.0,86,12.6,23.4,8.8
2024-06-02,25.2,17.4,20.8,25.7,18.1,0.0,0.0,0.0,0.0,72,16.3,35.6,23.39
2024-06-03,28.2,18.1,22.9,30.1,19.2,0.0,0.0,0.0,0.0,64,8.3,20.5,23.99
2024-06-04,28.0,18.7,22.8,30.2,19.6,0.0,0.0,0.0,0.0,73,13.0,23.8,19.18
2024-06-05,23.0,17.9,20.5,24.3,17.6,11.8,11.8,0.0,17.0,87,16.4,30.2,5.72
2024-06-06,21.8,17.5,19.5,21.9,17.6,3.3,3.3,0.0,9.0,82,14.8,30.2,9.72
2024-06-07,24.6,17.4,21.0,26.4,18.8,1.0,1.0,0.0,5.0,83,16.1,33.5,15.69
2024-06-08,28.8,17.8,23.6,31.1,20.1,0.0,0.0,0.0,0.0,79,14.3,30.6,21.9
2024-06-09,29.1,21.2,24.5,32.8,24.1,0.1,0.1,0.0,1.0,76,12.4,27.0,20.49
2024-06-10,23.5,20.0,21.3,26.7,20.8,24.6,24.6,0.0,19.0,89,20.7,40.7,6.56
2024-06-11,26.8,19.8,23.0,30.1,21.6,1.4,1.4,0.0,7.0,88,14.9,30.2,13.66
2024-06-12,30.2,20.9,24.5,35.1,24.3,2.4,2.4,0.0,6.0,87,11.6,22.7,15.67
2024-06-13,30.2,20.6,25.2,36.5,24.3,0.0,0.0,0.0,0.0,83,14.4,30.2,23.44
2024-06-14,30.5,22.2,25.7,36.2,25.6,0.0,0.0,0.0,0.0,83,16.9,34.6,22.17
2024-06-15,31.8,22.2,26.2,38.4,26.4,0.3,0.3,0.0,2.0,83,12.0,26.6,23.05
2024-06-16,29.6,22.1,25.3,34.0,26.2,1.0,1.0,0.0,2.0,85,20.1,38.9,23.9
2024-06-17,26.2,21.0,23.3,27.9,23.3,3.6,3.6,0.0,7.0,79,16.6,35.6,19.35
2024-06-18,28.4,19.1,23.9,30.5,21.1,2.0,2.0,0.0,2.0,75,19.9,41.0,25.99
2024-06-19,27.0,21.9,24.4,32.2,24.5,27.6,27.6,0.0,21.0,92,12.6,28.4,7.65
2024-06-20,28.4,24.5,25.7,32.9,29.0,39.4,39.4,0.0,18.0,93,16.8,36.7,8.78
2024-06-21,31.7,24.9,27.7,37.7,29.8,14.3,14.3,0.0,9.0,88,12.7,30.6,13.02
2024-06-22,33.2,26.2,29.4,38.9,31.6,13.7,13.7,0.0,6.0,81,17.4,38.2,13.77
2024-06-23,27.0,20.5,23.5,32.0,22.8,44.2,44.2,0.0,24.0,91,18.8,36.0,3.07
2024-06-24,26.5,21.8,23.8,31.7,25.6,41.8,41.8,0.0,23.0,94,11.3,20.2,4.63
2024-06-25,22.0,21.0,21.5,25.6,23.6,67.4,67.4,0.0,23.0,93,11.5,20.5,3.49
2024-06-26,25.9,21.2,23.3,29.6,23.1,69.5,69.5,0.0,24.0,93,21.3,45.0,6.03
2024-06-27,24.3,22.9,23.5,29.2,26.8,33.6,33.6,0.0,24.0,95,10.2,24.5,3.82
2024-06-28,26.5,23.1,24.7,31.6,27.7,21.1,21.1,0.0,24.0,94,16.6,33.8,6.36
2024-06-29,32.2,24.7,28.2,37.1,28.8,9.3,9.3,0.0,8.0,82,19.8,35.6,9.62
2024-06-30,27.7,25.4,26.6,34.5,29.8,28.8,28.8,0.0,22.0,91,15.5,30.6,4.79
2024-07-01,30.4,24.9,27.2,37.1,30.3,19.1,19.1,0.0,21.0,92,12.0,25.6,8.98
2024-07-02,34.5,25.5,29.7,38.4,30.9,0.3,0.3,0.0,2.0,78,26.9,53.6,21.83
2024-07-03,34.3,24.0,28.6,41.3,29.7,11.2,11.2,0.0,5.0,84,13.0,32.0,23.91
2024-07-04,35.3,26.2,30.8,41.8,32.0,0.0,0.0,0.0,0.0,74,19.5,41.4,25.92
2024-07-05,36.3,25.8,31.5,43.3,30.6,0.0,0.0,0.0,0.0,70,14.2,29.9,25.94
2024-07-06,36.2,28.6,32.2,42.7,32.8,0.0,0.0,0.0,0.0,67,16.4,34.2,25.83
2024-07-07,36.5,28.5,32.4,42.6,33.5,0.0,0.0,0.0,0.0,67,13.7,29.2,25.1
2024-07-08,36.2,29.5,32.6,41.8,34.4,0.0,0.0,0.0,0.0,66,17.1,36.7,24.46
2024-07-09,35.0,28.6,31.6,39.9,33.2,0.0,0.0,0.0,0.0,67,15.0,32.0,18.11
2024-07-10,33.7,26.6,30.1,38.9,32.4,0.6,0.6,0.0,5.0,77,14.8,29.9,13.64
2024-07-11,31.5,25.5,27.4,38.5,31.2,3.7,3.7,0.0,9.0,89,15.0,43.6,12.27
2024-07-12,29.2,24.3,26.3,35.3,29.3,17.3,17.3,0.0,8.0,93,10.7,26.3,6.73
2024-07-13,31.9,25.8,27.7,38.9,30.9,24.4,24.4,0.0,16.0,92,13.0,27.7,8.47
2024-07-14,31.8,26.3,28.6,39.5,32.5,1.8,1.8,0.0,9.0,87,11.4,27.7,13.71
2024-07-15,33.8,26.3,29.7,40.9,31.9,0.5,0.5,0.0,4.0,82,10.0,23.8,15.29
2024-07-16,36.7,27.8,31.7,42.2,32.5,0.0,0.0,0.0,0.0,65,17.7,36.0,25.62
2024-07-17,35.0,26.9,31.0,40.8,31.0,0.0,0.0,0.0,0.0,68,14.4,31.0,18.3
2024-07-18,36.7,28.5,32.1,42.3,33.4,0.0,0.0,0.0,0.0,65,19.0,40.0,22.03
2024-07-19,37.3,28.8,32.5,43.0,34.2,0.7,0.7,0.0,2.0,65,13.8,33.5,21.41
2024-07-20,38.3,29.0,33.1,44.0,33.9,0.3,0.3,0.0,1.0,64,13.2,30.2,22.69
2024-07-21,37.5,29.0,32.8,44.8,34.0,0.0,0.0,0.0,0.0,66,16.9,30.6,19.79
2024-07-22,39.6,29.0,33.7,45.7,33.0,0.0,0.0,0.0,0.0,57,18.6,33.5,25.37
2024-07-23,38.0,28.2,32.5,43.5,31.8,0.0,0.0,0.0,0.0,61,20.6,38.9,25.92
2024-07-24,34.0,28.1,30.8,39.1,33.6,0.0,0.0,0.0,0.0,72,26.8,54.0,24.77
2024-07-25,32.5,27.5,30.0,35.1,30.6,1.5,1.5,0.0,5.0,75,31.0,63.0,17.99
2024-07-26,30.5,27.4,28.7,33.6,30.3,4.6,4.6,0.0,16.0,82,33.4,64.4,10.18
2024-07-27,34.1,27.8,30.7,35.7,30.1,0.8,0.8,0.0,3.0,70,34.0,66.6,15.93
2024-07-28,35.9,28.9,31.9,39.3,31.8,0.3,0.3,0.0,1.0,63,26.9,57.2,24.93
2024-07-29,37.0,27.1,31.9,42.2,31.0,0.0,0.0,0.0,0.0,62,17.9,32.8,25.53
2024-07-30,37.3,27.6,32.2,42.8,32.7,0.0,0.0,0.0,0.0,64,21.5,44.6,24.62
2024-07-31,39.5,28.8,33.6,45.4,32.9,0.0,0.0,0.0,0.0,59,16.2,30.2,24.9
2024-08-01,38.6,30.9,34.9,43.4,35.4,0.0,0.0,0.0,0.0,51,15.6,34.2,24.38
2024-08-02,39.3,30.8,35.0,44.6,35.0,0.6,0.6,0.0,2.0,51,13.1,26.3,23.36
2024-08-03,40.2,28.5,34.2,47.6,33.8,6.6,6.6,0.0,3.0,60,19.9,39.2,22.67
2024-08-04,40.3,28.6,33.7,48.1,34.6,0.1,0.1,0.0,1.0,61,13.5,30.6,22.63
2024-08-05,38.8,28.5,33.0,44.7,33.6,0.0,0.0,0.0,0.0,60,14.8,33.1,23.17
2024-08-06,38.2,27.5,32.3,43.2,32.7,0.0,0.0,0.0,0.0,63,20.5,41.4,25.14
2024-08-07,38.6,28.4,32.7,44.8,33.6,0.0,0.0,0.0,0.0,64,19.1,38.9,24.91
2024-08-08,40.3,28.7,33.3,45.7,34.1,0.1,0.1,0.0,1.0,62,14.3,28.1,24.19
2024-08-09,40.2,27.6,33.4,47.2,34.0,0.0,0.0,0.0,0.0,64,12.7,29.5,23.04
2024-08-10,39.8,29.5,33.7,46.9,35.0,1.0,1.0,0.0,3.0,61,16.9,38.2,22.36
2024-08-11,40.0,27.9,32.8,44.8,34.1,1.5,1.5,0.0,6.0,66,15.1,29.9,22.74
2024-08-12,38.2,26.0,31.0,45.6,31.5,20.0,20.0,0.0,6.0,76,20.4,41.0,22.14
2024-08-13,35.3,25.9,30.2,41.5,32.1,0.1,0.1,0.0,1.0,76,14.4,33.8,22.61
2024-08-14,34.6,26.5,30.2,38.4,31.9,0.5,0.5,0.0,3.0,69,17.6,32.4,21.83
2024-08-15,33.8,25.5,29.5,38.7,31.1,1.1,1.1,0.0,5.0,73,12.4,28.4,22.4
2024-08-16,34.8,25.9,29.8,40.5,31.2,4.1,4.1,0.0,4.0,74,13.8,32.0,21.93
2024-08-17,34.8,26.0,30.3,40.0,31.1,0.0,0.0,0.0,0.0,68,18.4,38.2,23.44
2024-08-18,34.2,27.4,30.8,39.5,32.4,0.6,0.6,0.0,4.0,67,19.3,40.0,21.45
2024-08-19,35.8,27.9,31.0,40.3,33.3,5.3,5.3,0.0,4.0,69,18.9,46.1,21.67
2024-08-20,37.0,27.5,31.1,43.6,33.5,26.2,26.2,0.0,6.0,72,12.3,27.0,21.73
2024-08-21,34.5,26.2,29.3,39.9,32.5,7.6,7.6,0.0,12.0,82,18.3,39.6,19.2
2024-08-22,34.7,25.8,30.2,40.4,31.6,0.0,0.0,0.0,0.0,72,12.0,21.2,20.73
2024-08-23,37.0,26.5,31.2,42.7,32.2,0.0,0.0,0.0,0.0,66,15.5,32.4,23.12
2024-08-24,36.7,26.1,30.7,42.9,31.9,0.0,0.0,0.0,0.0,74,15.4,29.9,23.12
2024-08-25,36.0,26.6,31.1,42.2,33.0,0.1,0.1,0.0,1.0,72,15.9,31.7,22.56
2024-08-26,37.4,27.4,31.7,43.3,32.4,0.0,0.0,0.0,0.0,64,17.9,35.6,22.88
2024-08-27,36.2,25.4,29.7,41.6,30.6,33.2,33.2,0.0,12.0,76,13.7,33.1,13.5
2024-08-28,31.1,24.7,27.0,36.5,29.5,20.0,20.0,0.0,15.0,84,12.4,25.9,14.53
2024-08-29,31.6,25.5,28.1,37.8,31.4,2.9,2.9,0.0,7.0,85,10.0,21.6,17.38
2024-08-30,33.7,25.0,29.3,40.2,30.8,0.0,0.0,0.0,0.0,78,12.7,23.0,22.32
2024-08-31,33.4,26.3,29.7,40.2,31.8,0.2,0.2,0.0,2.0,74,13.5,27.7,21.31
2024-09-01,35.0,27.0,30.5,43.3,32.1,0.0,0.0,0.0,0.0,76,13.0,27.0,21.56
2024-09-02,36.0,27.5,30.7,44.0,34.1,1.2,1.2,0.0,5.0,79,11.8,33.1,20.96
2024-09-03,31.5,26.5,28.7,37.1,31.4,0.5,0.5,0.0,5.0,80,13.0,29.2,15.69
2024-09-04,33.0,26.0,29.2,38.3,30.6,0.6,0.6,0.0,4.0,74,15.7,30.2,21.09
2024-09-05,33.5,26.1,29.4,39.7,30.8,0.0,0.0,0.0,0.0,72,14.8,29.5,22.49
2024-09-06,32.8,25.5,29.0,36.7,30.2,0.0,0.0,0.0,0.0,72,16.4,33.8,21.36
2024-09-07,32.8,25.2,29.0,37.1,29.9,0.0,0.0,0.0,0.0,71,15.1,30.6,21.69
2024-09-08,33.0,25.7,28.9,38.0,30.8,0.9,0.9,0.0,4.0,76,16.7,34.6,20.95
2024-09-09,33.2,26.2,29.2,38.0,31.3,0.2,0.2,0.0,2.0,76,17.3,35.6,21.33
2024-09-10,31.0,24.9,27.2,34.5,29.1,39.9,39.9,0.0,10.0,84,17.0,33.8,8.52
2024-09-11,30.5,25.1,27.2,36.1,30.4,44.7,44.7,0.0,19.0,92,14.4,32.0,11.18
2024-09-12,32.7,26.1,28.8,39.3,31.8,0.7,0.7,0.0,5.0,84,17.0,34.2,18.96
2024-09-13,32.6,25.8,28.7,39.0,31.3,0.0,0.0,0.0,0.0,80,14.9,30.2,21.87
2024-09-14,32.1,24.9,28.2,37.4,30.3,0.3,0.3,0.0,3.0,80,11.0,23.4,17.93
2024-09-15,32.3,25.1,28.3,35.8,29.5,5.4,5.4,0.0,5.0,78,22.9,43.2,18.55
2024-09-16,27.3,25.1,26.3,31.6,25.3,41.5,41.5,0.0,20.0,91,39.6,75.6,2.36
